Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Profit Ratio,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Type,Product,Profit,Sales,State,Total Expenses,Type
417,50,60,30,110,50,30.28%,8/1/2013 12:00:00 AM,1064,60,Small Market,Central,15,1,Coffee,Decaf Irish Cream,$33,109,Missouri,33,Decaf
636,30,60,40,90,34,48.78%,8/1/2013 12:00:00 AM,890,49,Small Market,Central,9,1,Espresso,Caffe Mocha,$40,82,Missouri,19,Regular
573,30,60,50,90,32,49.37%,8/1/2013 12:00:00 AM,841,48,Small Market,Central,8,1,Espresso,Decaf Espresso,$39,79,Missouri,19,Decaf
513,10,20,20,30,16,29.27%,8/1/2013 12:00:00 AM,484,25,Major Market,Central,4,1,Herbal Tea,Chamomile,$12,41,Ohio,15,Decaf
513,10,30,30,40,22,40.00%,8/1/2013 12:00:00 AM,865,33,Major Market,Central,6,1,Herbal Tea,Lemon,$22,55,Ohio,16,Decaf
614,90,160,100,250,114,50.18%,8/1/2013 12:00:00 AM,810,172,Major Market,Central,37,1,Tea,Darjeeling,$142,283,Ohio,64,Regular
419,90,150,100,240,116,51.64%,8/1/2013 12:00:00 AM,678,161,Major Market,Central,35,1,Tea,Earl Grey,$142,275,Ohio,54,Regular
216,50,70,20,120,49,10.19%,8/1/2013 12:00:00 AM,414,60,Major Market,Central,18,1,Espresso,Decaf Espresso,$11,108,Ohio,48,Decaf
419,40,70,40,110,46,24.30%,8/1/2013 12:00:00 AM,415,62,Major Market,Central,15,1,Coffee,Amaretto,$26,107,Ohio,40,Regular
330,30,50,30,80,34,30.95%,8/1/2013 12:00:00 AM,428,51,Major Market,Central,10,1,Coffee,Colombian,$26,84,Ohio,30,Regular
513,30,60,10,90,37,-17.05%,8/1/2013 12:00:00 AM,513,52,Major Market,Central,33,1,Coffee,Decaf Irish Cream,($15),88,Ohio,59,Decaf
513,160,180,120,340,145,38.89%,8/1/2013 12:00:00 AM,1292,146,Major Market,Central,40,1,Espresso,Caffe Mocha,$112,288,Ohio,60,Regular
414,40,70,50,110,47,45.60%,8/1/2013 12:00:00 AM,366,79,Small Market,Central,14,1,Herbal Tea,Chamomile,$57,125,Wisconsin,35,Decaf
262,50,80,70,130,63,56.86%,8/1/2013 12:00:00 AM,864,91,Small Market,Central,17,1,Herbal Tea,Lemon,$87,153,Wisconsin,26,Decaf
715,30,40,10,70,36,31.46%,8/1/2013 12:00:00 AM,458,54,Small Market,Central,11,1,Tea,Darjeeling,$28,89,Wisconsin,32,Regular
715,30,60,10,90,44,-9.62%,8/1/2013 12:00:00 AM,617,61,Small Market,Central,39,1,Tea,Earl Grey,($10),104,Wisconsin,63,Regular
262,30,50,30,80,30,36.76%,8/1/2013 12:00:00 AM,581,39,Small Market,Central,9,1,Espresso,Decaf Espresso,$25,68,Wisconsin,20,Decaf
414,60,80,30,140,63,20.86%,8/1/2013 12:00:00 AM,397,77,Small Market,Central,23,1,Coffee,Amaretto,$29,139,Wisconsin,52,Regular
920,140,190,60,330,133,15.29%,8/1/2013 12:00:00 AM,705,184,Small Market,Central,120,1,Coffee,Colombian,$48,314,Wisconsin,139,Regular
715,100,140,90,240,99,44.10%,8/1/2013 12:00:00 AM,565,132,Small Market,Central,32,1,Coffee,Decaf Irish Cream,$101,229,Wisconsin,55,Decaf
715,110,150,100,260,103,43.30%,8/1/2013 12:00:00 AM,1073,123,Small Market,Central,31,1,Espresso,Caffe Mocha,$97,224,Wisconsin,49,Regular
959,50,70,30,120,72,24.53%,8/1/2013 12:00:00 AM,606,88,Small Market,East,27,1,Herbal Tea,Lemon,$39,159,Connecticut,56,Decaf
475,30,50,30,80,50,30.28%,8/1/2013 12:00:00 AM,1064,60,Small Market,East,15,1,Herbal Tea,Mint,$33,109,Connecticut,33,Decaf
959,30,50,40,80,34,47.56%,8/1/2013 12:00:00 AM,890,49,Small Market,East,9,1,Tea,Darjeeling,$39,82,Connecticut,20,Regular
203,20,30,20,50,19,36.17%,8/1/2013 12:00:00 AM,811,28,Small Market,East,5,1,Tea,Green Tea,$17,47,Connecticut,15,Regular
475,40,60,10,100,44,-10.58%,8/1/2013 12:00:00 AM,617,61,Small Market,East,39,1,Espresso,Caffe Mocha,($11),104,Connecticut,64,Regular
203,40,50,20,90,42,22.68%,8/1/2013 12:00:00 AM,384,56,Small Market,East,13,1,Espresso,Decaf Espresso,$22,97,Connecticut,37,Decaf
203,80,130,90,210,90,46.64%,8/1/2013 12:00:00 AM,1139,135,Small Market,East,29,1,Coffee,Colombian,$104,223,Connecticut,56,Regular
786,20,30,20,50,30,36.76%,8/1/2013 12:00:00 AM,581,39,Major Market,East,9,1,Herbal Tea,Chamomile,$25,68,Florida,20,Decaf
727,40,60,30,100,63,20.14%,8/1/2013 12:00:00 AM,397,77,Major Market,East,23,1,Herbal Tea,Lemon,$28,139,Florida,53,Decaf
850,70,100,70,170,103,43.30%,8/1/2013 12:00:00 AM,1073,123,Major Market,East,31,1,Herbal Tea,Mint,$97,224,Florida,49,Decaf
954,40,80,60,120,46,53.98%,8/1/2013 12:00:00 AM,880,68,Major Market,East,12,1,Tea,Darjeeling,$61,113,Florida,22,Regular
904,60,100,80,160,63,56.86%,8/1/2013 12:00:00 AM,864,91,Major Market,East,17,1,Tea,Green Tea,$87,153,Florida,26,Regular
941,120,190,60,310,133,15.29%,8/1/2013 12:00:00 AM,705,184,Major Market,East,120,1,Espresso,Caffe Mocha,$48,314,Florida,139,Regular
904,90,130,80,220,99,44.10%,8/1/2013 12:00:00 AM,565,132,Major Market,East,32,1,Espresso,Decaf Espresso,$101,229,Florida,55,Decaf
954,100,170,120,270,114,50.88%,8/1/2013 12:00:00 AM,810,172,Major Market,East,37,1,Coffee,Colombian,$144,283,Florida,63,Regular
561,110,150,100,260,116,51.27%,8/1/2013 12:00:00 AM,678,161,Major Market,East,35,1,Coffee,Decaf Irish Cream,$141,275,Florida,55,Decaf
978,30,50,20,80,49,11.11%,8/1/2013 12:00:00 AM,414,60,Major Market,East,18,1,Herbal Tea,Lemon,$12,108,Massachusetts,47,Decaf
508,20,30,20,50,22,40.00%,8/1/2013 12:00:00 AM,865,33,Major Market,East,6,1,Tea,Darjeeling,$22,55,Massachusetts,16,Regular
781,10,30,20,40,16,29.27%,8/1/2013 12:00:00 AM,484,25,Major Market,East,4,1,Tea,Green Tea,$12,41,Massachusetts,15,Regular
339,30,70,20,100,37,7.69%,8/1/2013 12:00:00 AM,540,68,Major Market,East,33,1,Espresso,Caffe Mocha,$8,104,Massachusetts,58,Regular
857,130,150,100,280,145,39.24%,8/1/2013 12:00:00 AM,1292,146,Major Market,East,40,1,Espresso,Regular Espresso,$113,288,Massachusetts,60,Regular
617,40,590,560,630,52,118.09%,8/1/2013 12:00:00 AM,-2033,612,Major Market,East,17,1,Coffee,Colombian,$777,658,Massachusetts,46,Regular
603,20,40,10,60,38,1.18%,8/1/2013 12:00:00 AM,248,48,Small Market,East,14,1,Herbal Tea,Lemon,$1,85,New Hampshire,44,Decaf
603,20,40,30,60,25,45.16%,8/1/2013 12:00:00 AM,851,38,Small Market,East,7,1,Tea,Darjeeling,$28,62,New Hampshire,17,Regular
603,0,40,30,40,0,100.00%,8/1/2013 12:00:00 AM,516,43,Small Market,East,0,1,Tea,Green Tea,$43,43,New Hampshire,11,Regular
603,60,80,10,140,63,0.67%,8/1/2013 12:00:00 AM,332,88,Small Market,East,57,1,Espresso,Caffe Mocha,$1,150,New Hampshire,81,Regular
603,20,40,0,60,29,-18.75%,8/1/2013 12:00:00 AM,215,36,Small Market,East,11,1,Espresso,Regular Espresso,($12),64,New Hampshire,42,Regular
603,50,90,70,140,61,44.00%,8/1/2013 12:00:00 AM,322,90,Small Market,East,19,1,Coffee,Amaretto,$66,150,New Hampshire,39,Regular
603,60,90,60,150,64,38.36%,8/1/2013 12:00:00 AM,460,96,Small Market,East,21,1,Coffee,Colombian,$61,159,New Hampshire,48,Regular
212,210,290,180,500,284,48.84%,8/1/2013 12:00:00 AM,1565,369,Major Market,East,107,1,Herbal Tea,Lemon,$316,647,New York,130,Decaf
718,230,-140,-230,90,311,-341.46%,8/1/2013 12:00:00 AM,3422,-187,Major Market,East,96,1,Herbal Tea,Mint,($420),123,New York,109,Decaf
646,130,210,170,340,132,62.19%,8/1/2013 12:00:00 AM,994,191,Major Market,East,36,1,Tea,Darjeeling,$199,320,New York,44,Regular
716,130,190,150,320,123,61.74%,8/1/2013 12:00:00 AM,941,178,Major Market,East,34,1,Tea,Earl Grey,$184,298,New York,42,Regular
845,100,160,130,260,100,59.67%,8/1/2013 12:00:00 AM,598,145,Major Market,East,28,1,Tea,Green Tea,$145,243,New York,37,Regular
212,160,-90,-260,70,173,-509.09%,8/1/2013 12:00:00 AM,2615,-95,Major Market,East,156,1,Espresso,Caffe Mocha,($392),77,New York,176,Regular
585,250,280,190,530,266,45.91%,8/1/2013 12:00:00 AM,1319,277,Major Market,East,74,1,Espresso,Regular Espresso,$247,538,New York,91,Regular
914,340,520,370,860,364,56.32%,8/1/2013 12:00:00 AM,2617,546,Major Market,East,127,1,Coffee,Colombian,$508,902,New York,166,Regular
504,70,100,70,170,77,48.28%,8/1/2013 12:00:00 AM,581,99,Small Market,South,25,1,Herbal Tea,Chamomile,$84,174,Louisiana,35,Decaf
225,60,90,40,150,72,24.53%,8/1/2013 12:00:00 AM,606,88,Small Market,South,27,1,Herbal Tea,Lemon,$39,159,Louisiana,56,Decaf
504,60,80,60,140,48,53.85%,8/1/2013 12:00:00 AM,839,70,Small Market,South,13,1,Coffee,Colombian,$63,117,Louisiana,22,Regular
985,70,120,100,190,63,56.86%,8/1/2013 12:00:00 AM,864,91,Small Market,South,17,1,Coffee,Decaf Irish Cream,$87,153,Louisiana,26,Decaf
337,30,60,10,90,44,-9.62%,8/1/2013 12:00:00 AM,-508,61,Small Market,South,39,1,Espresso,Caffe Latte,($10),104,Louisiana,63,Regular
318,40,60,40,100,47,45.60%,8/1/2013 12:00:00 AM,366,79,Small Market,South,14,1,Espresso,Caffe Mocha,$57,125,Louisiana,35,Regular
504,30,40,20,70,36,32.58%,8/1/2013 12:00:00 AM,458,54,Small Market,South,11,1,Espresso,Decaf Espresso,$29,89,Louisiana,31,Decaf
505,20,40,30,60,25,41.94%,8/1/2013 12:00:00 AM,851,38,Small Market,South,7,1,Herbal Tea,Chamomile,$26,62,New Mexico,18,Decaf
505,30,50,20,80,41,23.60%,8/1/2013 12:00:00 AM,1007,49,Small Market,South,12,1,Herbal Tea,Lemon,$21,89,New Mexico,32,Decaf
505,80,120,70,200,64,38.36%,8/1/2013 12:00:00 AM,460,96,Small Market,South,21,1,Coffee,Colombian,$61,159,New Mexico,48,Regular
505,150,20,-30,170,120,-42.03%,8/1/2013 12:00:00 AM,1439,19,Small Market,South,37,1,Coffee,Decaf Irish Cream,($58),138,New Mexico,57,Decaf
505,20,30,0,50,29,-17.19%,8/1/2013 12:00:00 AM,-347,36,Small Market,South,11,1,Espresso,Caffe Latte,($11),64,New Mexico,41,Regular
505,50,70,0,120,63,2.00%,8/1/2013 12:00:00 AM,332,88,Small Market,South,57,1,Espresso,Caffe Mocha,$3,150,New Mexico,80,Regular
505,30,60,30,90,45,24.04%,8/1/2013 12:00:00 AM,253,60,Small Market,South,14,1,Espresso,Decaf Espresso,$25,104,New Mexico,39,Decaf
918,60,70,20,130,63,20.14%,8/1/2013 12:00:00 AM,397,77,Small Market,South,23,1,Herbal Tea,Chamomile,$28,139,Oklahoma,53,Decaf
405,120,190,60,310,133,14.97%,8/1/2013 12:00:00 AM,705,184,Small Market,South,120,1,Herbal Tea,Lemon,$47,314,Oklahoma,140,Decaf
580,80,110,80,190,68,47.40%,8/1/2013 12:00:00 AM,587,87,Small Market,South,22,1,Coffee,Colombian,$73,154,Oklahoma,32,Regular
918,20,40,30,60,22,40.00%,8/1/2013 12:00:00 AM,865,33,Small Market,South,6,1,Coffee,Decaf Irish Cream,$22,55,Oklahoma,16,Decaf
918,90,140,100,230,116,51.27%,8/1/2013 12:00:00 AM,-1278,161,Small Market,South,35,1,Espresso,Caffe Latte,$141,275,Oklahoma,55,Regular
580,10,20,20,30,16,34.15%,8/1/2013 12:00:00 AM,484,25,Small Market,South,4,1,Espresso,Caffe Mocha,$14,41,Oklahoma,14,Regular
580,90,150,100,240,114,50.18%,8/1/2013 12:00:00 AM,810,172,Small Market,South,37,1,Espresso,Decaf Espresso,$142,283,Oklahoma,64,Decaf
817,40,60,30,100,46,24.30%,8/1/2013 12:00:00 AM,415,62,Major Market,South,15,1,Herbal Tea,Chamomile,$26,107,Texas,40,Decaf
210,30,50,30,80,34,30.95%,8/1/2013 12:00:00 AM,428,51,Major Market,South,10,1,Herbal Tea,Lemon,$26,84,Texas,30,Decaf
940,390,450,340,840,311,51.34%,8/1/2013 12:00:00 AM,1296,367,Major Market,South,96,1,Coffee,Colombian,$345,672,Texas,109,Regular
469,60,90,70,150,52,45.38%,8/1/2013 12:00:00 AM,554,68,Major Market,South,17,1,Coffee,Decaf Irish Cream,$54,119,Texas,27,Decaf
817,40,70,40,110,52,31.54%,8/1/2013 12:00:00 AM,-587,79,Major Market,South,17,1,Espresso,Caffe Latte,$41,130,Texas,46,Regular
210,100,150,120,250,123,61.74%,8/1/2013 12:00:00 AM,941,178,Major Market,South,34,1,Espresso,Caffe Mocha,$184,298,Texas,42,Regular
469,80,130,110,210,100,59.67%,8/1/2013 12:00:00 AM,598,145,Major Market,South,28,1,Espresso,Decaf Espresso,$145,243,Texas,37,Decaf
435,40,60,10,100,63,2.00%,8/1/2013 12:00:00 AM,332,88,Small Market,West,57,1,Tea,Darjeeling,$3,150,Utah,80,Regular
435,20,50,30,70,45,25.00%,8/1/2013 12:00:00 AM,253,60,Small Market,West,14,1,Tea,Earl Grey,$26,104,Utah,38,Regular
435,10,30,10,40,29,-18.75%,8/1/2013 12:00:00 AM,215,36,Small Market,West,11,1,Tea,Green Tea,($12),64,Utah,42,Regular
435,50,80,60,130,61,45.33%,8/1/2013 12:00:00 AM,322,90,Small Market,West,19,1,Herbal Tea,Chamomile,$68,150,Utah,38,Decaf
435,50,90,60,140,64,38.36%,8/1/2013 12:00:00 AM,460,96,Small Market,West,21,1,Herbal Tea,Lemon,$61,159,Utah,48,Decaf
801,100,20,-30,120,120,-41.30%,8/1/2013 12:00:00 AM,1439,19,Small Market,West,37,1,Herbal Tea,Mint,($57),138,Utah,56,Decaf
435,60,70,40,130,50,30.28%,8/1/2013 12:00:00 AM,1064,60,Small Market,West,15,1,Coffee,Amaretto,$33,109,Utah,33,Regular
435,50,70,40,120,42,21.65%,8/1/2013 12:00:00 AM,384,56,Small Market,West,13,1,Coffee,Colombian,$21,97,Utah,38,Regular
801,90,110,60,200,72,23.27%,8/1/2013 12:00:00 AM,606,88,Small Market,West,27,1,Coffee,Decaf Irish Cream,$37,159,Utah,57,Decaf
435,30,40,30,70,32,49.37%,8/1/2013 12:00:00 AM,841,48,Small Market,West,8,1,Espresso,Caffe Latte,$39,79,Utah,19,Regular
435,70,90,60,160,77,49.43%,8/1/2013 12:00:00 AM,581,99,Small Market,West,25,1,Espresso,Caffe Mocha,$86,174,Utah,34,Regular
435,30,40,30,70,34,47.56%,8/1/2013 12:00:00 AM,890,49,Small Market,West,9,1,Espresso,Decaf Espresso,$39,82,Utah,20,Decaf
805,80,120,100,200,123,61.74%,8/1/2013 12:00:00 AM,941,178,Major Market,West,34,1,Tea,Darjeeling,$184,298,California,42,Regular
760,60,100,90,160,100,59.67%,8/1/2013 12:00:00 AM,598,145,Major Market,West,28,1,Tea,Earl Grey,$145,243,California,37,Regular
650,30,50,20,80,52,31.54%,8/1/2013 12:00:00 AM,662,79,Major Market,West,17,1,Tea,Green Tea,$41,130,California,46,Regular
916,110,170,140,280,132,61.56%,8/1/2013 12:00:00 AM,994,191,Major Market,West,36,1,Herbal Tea,Chamomile,$197,320,California,45,Decaf
818,260,330,240,590,311,51.19%,8/1/2013 12:00:00 AM,1296,367,Major Market,West,96,1,Herbal Tea,Lemon,$344,672,California,110,Decaf
213,40,60,40,100,52,43.70%,8/1/2013 12:00:00 AM,554,68,Major Market,West,17,1,Herbal Tea,Mint,$52,119,California,28,Decaf
858,190,-90,-150,100,154,-223.26%,8/1/2013 12:00:00 AM,2105,-67,Major Market,West,49,1,Coffee,Amaretto,($192),86,California,67,Regular
213,450,680,520,1130,364,56.32%,8/1/2013 12:00:00 AM,2617,546,Major Market,West,127,1,Coffee,Colombian,$508,902,California,166,Regular
530,240,-40,-140,200,196,-114.55%,8/1/2013 12:00:00 AM,3139,-30,Major Market,West,64,1,Coffee,Decaf Irish Cream,($189),165,California,100,Decaf
213,250,260,170,510,266,43.64%,8/1/2013 12:00:00 AM,1797,266,Major Market,West,74,1,Espresso,Caffe Latte,$230,527,California,92,Regular
951,160,230,60,390,173,16.91%,8/1/2013 12:00:00 AM,927,239,Major Market,West,156,1,Espresso,Caffe Mocha,$69,408,California,176,Regular
909,280,370,250,650,295,53.16%,8/1/2013 12:00:00 AM,1714,392,Major Market,West,97,1,Espresso,Decaf Espresso,$362,681,California,121,Decaf
702,190,270,190,460,295,53.16%,8/1/2013 12:00:00 AM,1714,392,Small Market,West,97,1,Tea,Darjeeling,$362,681,Nevada,121,Regular
702,170,190,130,360,266,43.64%,8/1/2013 12:00:00 AM,1797,266,Small Market,West,74,1,Tea,Earl Grey,$230,527,Nevada,92,Regular
775,180,-180,-260,0,284,-2657.14%,8/1/2013 12:00:00 AM,5807,-284,Small Market,West,107,1,Tea,Green Tea,($558),21,Nevada,131,Regular
702,140,220,70,360,173,16.67%,8/1/2013 12:00:00 AM,927,239,Small Market,West,156,1,Herbal Tea,Chamomile,$68,408,Nevada,177,Decaf
775,160,250,170,410,196,48.60%,8/1/2013 12:00:00 AM,1167,271,Small Market,West,64,1,Herbal Tea,Lemon,$225,463,Nevada,100,Decaf
775,130,200,150,330,154,55.50%,8/1/2013 12:00:00 AM,817,222,Small Market,West,49,1,Herbal Tea,Mint,$207,373,Nevada,67,Decaf
775,40,60,20,100,38,1.18%,8/1/2013 12:00:00 AM,248,48,Small Market,West,14,1,Coffee,Colombian,$1,85,Nevada,44,Regular
702,50,60,30,110,41,24.72%,8/1/2013 12:00:00 AM,1007,49,Small Market,West,12,1,Coffee,Decaf Irish Cream,$22,89,Nevada,31,Decaf
775,0,40,30,40,0,102.33%,8/1/2013 12:00:00 AM,516,43,Small Market,West,0,1,Espresso,Caffe Latte,$44,43,Nevada,10,Regular
702,20,40,30,60,25,41.94%,8/1/2013 12:00:00 AM,851,38,Small Market,West,7,1,Espresso,Caffe Mocha,$26,62,Nevada,18,Regular
775,20,30,20,50,23,40.35%,8/1/2013 12:00:00 AM,806,35,Small Market,West,6,1,Espresso,Decaf Espresso,$23,57,Nevada,17,Decaf
541,10,10,10,20,16,29.27%,8/1/2013 12:00:00 AM,484,25,Small Market,West,4,1,Tea,Darjeeling,$12,41,Oregon,15,Regular
541,70,120,80,190,114,50.88%,8/1/2013 12:00:00 AM,810,172,Small Market,West,37,1,Tea,Earl Grey,$144,283,Oregon,63,Regular
503,70,110,70,180,116,51.27%,8/1/2013 12:00:00 AM,678,161,Small Market,West,35,1,Tea,Green Tea,$141,275,Oregon,55,Regular
971,20,30,30,50,25,42.62%,8/1/2013 12:00:00 AM,826,37,Small Market,West,7,1,Herbal Tea,Chamomile,$26,61,Oregon,17,Decaf
541,50,80,60,130,68,47.40%,8/1/2013 12:00:00 AM,587,87,Small Market,West,22,1,Herbal Tea,Lemon,$73,154,Oregon,32,Decaf
971,40,70,20,110,37,-17.05%,8/1/2013 12:00:00 AM,513,52,Small Market,West,33,1,Coffee,Amaretto,($15),88,Oregon,59,Regular
971,50,90,40,140,47,9.73%,8/1/2013 12:00:00 AM,474,67,Small Market,West,15,1,Coffee,Colombian,$11,113,Oregon,55,Regular
503,40,60,40,100,34,30.95%,8/1/2013 12:00:00 AM,428,51,Small Market,West,10,1,Coffee,Decaf Irish Cream,$26,84,Oregon,30,Decaf
541,40,60,20,100,49,11.11%,8/1/2013 12:00:00 AM,414,60,Small Market,West,18,1,Espresso,Caffe Latte,$12,108,Oregon,47,Regular
971,40,60,30,100,46,24.30%,8/1/2013 12:00:00 AM,415,62,Small Market,West,15,1,Espresso,Caffe Mocha,$26,107,Oregon,40,Regular
541,130,140,90,270,145,38.89%,8/1/2013 12:00:00 AM,1292,146,Small Market,West,40,1,Espresso,Decaf Espresso,$112,288,Oregon,60,Decaf
425,30,50,30,80,47,46.40%,8/1/2013 12:00:00 AM,366,79,Small Market,West,14,1,Tea,Darjeeling,$58,125,Washington,34,Regular
206,20,40,30,60,36,31.46%,8/1/2013 12:00:00 AM,458,54,Small Market,West,11,1,Tea,Earl Grey,$28,89,Washington,32,Regular
253,20,50,10,70,44,-10.58%,8/1/2013 12:00:00 AM,617,61,Small Market,West,39,1,Tea,Green Tea,($11),104,Washington,64,Regular
253,70,120,80,190,90,46.64%,8/1/2013 12:00:00 AM,1139,135,Small Market,West,29,1,Herbal Tea,Chamomile,$104,223,Washington,56,Decaf
360,40,60,50,100,48,52.99%,8/1/2013 12:00:00 AM,839,70,Small Market,West,13,1,Herbal Tea,Lemon,$62,117,Washington,23,Decaf
425,100,160,120,260,86,50.24%,8/1/2013 12:00:00 AM,454,125,Small Market,West,27,1,Coffee,Colombian,$105,209,Washington,46,Regular
360,160,230,100,390,133,14.97%,8/1/2013 12:00:00 AM,705,184,Small Market,West,120,1,Coffee,Decaf Irish Cream,$47,314,Washington,140,Decaf
425,20,40,30,60,30,33.82%,8/1/2013 12:00:00 AM,581,39,Small Market,West,9,1,Espresso,Caffe Latte,$23,68,Washington,20,Regular
360,60,70,20,130,63,20.14%,8/1/2013 12:00:00 AM,397,77,Small Market,West,23,1,Espresso,Caffe Mocha,$28,139,Washington,53,Regular
425,90,120,90,210,103,43.75%,8/1/2013 12:00:00 AM,1073,123,Small Market,West,31,1,Espresso,Decaf Espresso,$98,224,Washington,48,Decaf
303,130,140,90,270,155,39.09%,9/1/2013 12:00:00 AM,1280,155,Major Market,Central,43,1,Herbal Tea,Chamomile,$129,330,Colorado,68,Decaf
970,40,70,20,110,52,-2.24%,9/1/2013 12:00:00 AM,509,74,Major Market,Central,47,1,Herbal Tea,Lemon,($3),134,Colorado,76,Decaf
720,40,70,40,110,53,30.08%,9/1/2013 12:00:00 AM,410,72,Major Market,Central,17,1,Herbal Tea,Mint,$40,133,Colorado,45,Decaf
719,30,50,10,80,45,9.17%,9/1/2013 12:00:00 AM,409,57,Major Market,Central,17,1,Tea,Darjeeling,$10,109,Colorado,50,Regular
719,40,50,20,90,51,30.83%,9/1/2013 12:00:00 AM,1042,62,Major Market,Central,15,1,Tea,Earl Grey,$37,120,Colorado,37,Regular
719,50,70,50,120,61,46.98%,9/1/2013 12:00:00 AM,579,79,Major Market,Central,20,1,Tea,Green Tea,$70,149,Colorado,32,Regular
970,130,180,140,310,123,61.80%,9/1/2013 12:00:00 AM,928,179,Major Market,Central,34,1,Coffee,Amaretto,$199,322,Colorado,45,Regular
303,60,70,50,130,58,43.97%,9/1/2013 12:00:00 AM,548,74,Major Market,Central,19,1,Coffee,Colombian,$62,141,Colorado,32,Regular
720,100,150,120,250,100,60.15%,9/1/2013 12:00:00 AM,981,145,Major Market,Central,28,1,Coffee,Decaf Irish Cream,$157,261,Colorado,39,Decaf
719,90,140,110,230,81,58.96%,9/1/2013 12:00:00 AM,588,118,Major Market,Central,22,1,Espresso,Caffe Mocha,$125,212,Colorado,34,Regular
970,60,110,60,170,60,36.25%,9/1/2013 12:00:00 AM,656,90,Major Market,Central,19,1,Espresso,Decaf Espresso,$58,160,Colorado,51,Decaf
312,100,160,140,260,123,61.18%,9/1/2013 12:00:00 AM,928,179,Major Market,Central,34,1,Herbal Tea,Chamomile,$197,322,Illinois,46,Decaf
312,40,70,50,110,58,45.39%,9/1/2013 12:00:00 AM,548,74,Major Market,Central,19,1,Herbal Tea,Lemon,$64,141,Illinois,31,Decaf
773,80,130,110,210,100,60.15%,9/1/2013 12:00:00 AM,981,145,Major Market,Central,28,1,Herbal Tea,Mint,$157,261,Illinois,39,Decaf
630,60,110,80,170,81,58.96%,9/1/2013 12:00:00 AM,588,118,Major Market,Central,22,1,Tea,Darjeeling,$125,212,Illinois,34,Regular
630,50,80,40,130,60,36.88%,9/1/2013 12:00:00 AM,656,90,Major Market,Central,19,1,Tea,Earl Grey,$59,160,Illinois,50,Regular
630,170,230,140,400,162,46.36%,9/1/2013 12:00:00 AM,1148,225,Major Market,Central,53,1,Coffee,Colombian,$191,412,Illinois,96,Regular
847,120,190,140,310,122,53.77%,9/1/2013 12:00:00 AM,801,176,Major Market,Central,39,1,Coffee,Decaf Irish Cream,$171,318,Illinois,61,Decaf
309,290,400,280,690,253,51.91%,9/1/2013 12:00:00 AM,1686,336,Major Market,Central,83,1,Espresso,Caffe Mocha,$326,628,Illinois,116,Regular
773,280,300,210,580,249,43.31%,9/1/2013 12:00:00 AM,1775,249,Major Market,Central,69,1,Espresso,Decaf Espresso,$230,531,Illinois,94,Decaf
319,210,300,210,510,253,51.91%,9/1/2013 12:00:00 AM,1686,336,Small Market,Central,83,1,Herbal Tea,Chamomile,$326,628,Iowa,116,Decaf
515,100,160,120,260,122,53.77%,9/1/2013 12:00:00 AM,801,176,Small Market,Central,39,1,Herbal Tea,Lemon,$171,318,Iowa,61,Decaf
563,210,220,140,430,249,43.31%,9/1/2013 12:00:00 AM,1775,249,Small Market,Central,69,1,Tea,Darjeeling,$230,531,Iowa,94,Regular
641,250,340,210,590,302,46.23%,9/1/2013 12:00:00 AM,1783,370,Small Market,Central,114,1,Tea,Earl Grey,$331,716,Iowa,147,Regular
712,0,50,40,50,0,102.17%,9/1/2013 12:00:00 AM,473,43,Small Market,Central,0,1,Espresso,Decaf Espresso,$47,46,Iowa,11,Decaf
319,20,30,20,50,19,37.25%,9/1/2013 12:00:00 AM,848,29,Small Market,Central,5,1,Coffee,Amaretto,$19,51,Iowa,16,Regular
515,30,40,20,70,33,12.99%,9/1/2013 12:00:00 AM,1003,39,Small Market,Central,10,1,Coffee,Colombian,$10,77,Iowa,32,Regular
319,10,20,10,30,15,10.81%,9/1/2013 12:00:00 AM,600,20,Small Market,Central,4,1,Coffee,Decaf Irish Cream,$4,37,Iowa,17,Decaf
319,20,40,30,60,23,43.55%,9/1/2013 12:00:00 AM,803,35,Small Market,Central,6,1,Espresso,Caffe Mocha,$27,62,Iowa,17,Regular
314,30,60,10,90,44,-8.85%,9/1/2013 12:00:00 AM,325,62,Small Market,Central,40,1,Herbal Tea,Chamomile,($10),113,Missouri,69,Decaf
573,80,20,-10,100,104,-52.85%,9/1/2013 12:00:00 AM,1574,11,Small Market,Central,32,1,Herbal Tea,Lemon,($65),123,Missouri,55,Decaf
573,30,50,20,80,39,19.59%,9/1/2013 12:00:00 AM,248,52,Small Market,Central,12,1,Tea,Darjeeling,$19,97,Missouri,39,Regular
660,20,20,-10,40,24,-31.03%,9/1/2013 12:00:00 AM,212,30,Small Market,Central,9,1,Tea,Earl Grey,($18),58,Missouri,42,Regular
314,30,50,10,80,40,3.09%,9/1/2013 12:00:00 AM,244,51,Small Market,Central,15,1,Tea,Green Tea,$3,97,Missouri,49,Regular
314,30,60,50,90,32,47.62%,9/1/2013 12:00:00 AM,837,47,Small Market,Central,8,1,Espresso,Decaf Espresso,$40,84,Missouri,20,Decaf
573,70,80,30,150,67,23.13%,9/1/2013 12:00:00 AM,599,83,Small Market,Central,25,1,Coffee,Colombian,$37,160,Missouri,58,Regular
